,Unnamed: 0,数据名称,数据类型,数据标签,数据大小,数据格式,时间范围,数据规格,价格,评价,浏览量,店铺
1766,1900,【嘉兴市】科研及技术服务门店位置数据,文本,位置地图 ,13312.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,24732,嘉兴四维智城信息科技有限公司
1767,1901,【绍兴市】居民服务门店位置数据,文本,位置地图 ,754688.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,20264,嘉兴四维智城信息科技有限公司
1768,1902,【温州市】交通运输仓储位置数据,文本,位置地图 ,570368.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,29466,嘉兴四维智城信息科技有限公司
1769,1903,【绍兴市】金融保险门店位置数据,文本,位置地图 ,257024.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,27673,嘉兴四维智城信息科技有限公司
1770,1904,【宁波市】金融保险门店位置数据,文本,位置地图 ,576512.0,xls,2017.01-2017.10,单个数据 ,1800.0,5.0分,22679,嘉兴四维智城信息科技有限公司
1771,1905,【舟山市】公共设施位置数据,文本,位置地图 ,92160.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,22191,嘉兴四维智城信息科技有限公司
1772,1906,【台州市】公共设施位置数据,文本,位置地图 ,392192.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,21516,嘉兴四维智城信息科技有限公司
1773,1907,【嘉兴市】公司企业位置数据,文本,位置地图 ,1677721.6,xls,2017.01-2017.10,单个数据 ,1300.0,5.0分,27560,嘉兴四维智城信息科技有限公司
1774,1908,【台州市】公司企业位置数据,文本,位置地图 ,1048576.0,xls,2017.01-2017.10,单个数据 ,1300.0,5.0分,27159,嘉兴四维智城信息科技有限公司
1775,1909,【绍兴市】公司企业位置数据,文本,位置地图 ,1363148.8,xls,2017.01-2017.10,单个数据 ,1300.0,5.0分,23821,嘉兴四维智城信息科技有限公司
1776,1910,【嘉兴市】商业设施商务服务门店位置数据,文本,位置地图 ,227328.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,23437,嘉兴四维智城信息科技有限公司
1777,1911,【台州市】批发零售门店位置数据,文本,位置地图 ,2411724.8,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,25540,嘉兴四维智城信息科技有限公司
1778,1912,【金华市】批发零售门店位置数据,文本,位置地图 ,4194304.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,21394,嘉兴四维智城信息科技有限公司
1779,1913,【金华市】卫生社保门店位置数据,文本,位置地图 ,267264.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,25177,嘉兴四维智城信息科技有限公司
1780,1914,【杭州市】居民服务门店位置数据,文本,位置地图 ,2516582.4,xls,2017.01-2017.10,单个数据 ,1800.0,5.0分,24261,嘉兴四维智城信息科技有限公司
1781,1915,【宁波市】交通运输仓储位置数据,文本,位置地图 ,705536.0,xls,2017.01-2017.10,单个数据 ,1600.0,5.0分,23928,嘉兴四维智城信息科技有限公司
1782,1916,全国图书馆位置数据,文本,位置地图 ,1153433.6,xlsx,2016.11-2017.11,单个数据 ,1290.0,5.0分,24134,北京大地图科技有限公司
1783,1917,安徽省彩票彩券销售点位置信息数据,文本,位置地图 ,685056.0,xlsx,2016.10-2017.10,单个数据 ,996.0,5.0分,29546,北京大地图科技有限公司
1784,1918,【丽水市】公司企业位置数据,文本,位置地图 ,264192.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,23932,嘉兴四维智城信息科技有限公司
1785,1919,【舟山市】公司企业位置数据,文本,位置地图 ,171008.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,22490,嘉兴四维智城信息科技有限公司
1786,1920,【台州市】商业设施商务服务门店位置数据,文本,位置地图 ,197632.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,28605,嘉兴四维智城信息科技有限公司
1787,1921,【台州市】运动休闲门店位置数据,文本,位置地图 ,265216.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,29188,嘉兴四维智城信息科技有限公司
1788,1922,【湖州市】卫生社保门店位置数据,文本,位置地图 ,107520.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,29354,嘉兴四维智城信息科技有限公司
1789,1923,【丽水市】卫生社保门店位置数据,文本,位置地图 ,74752.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,29834,嘉兴四维智城信息科技有限公司
1790,1924,【丽水市】科研及技术服务门店位置数据,文本,位置地图 ,5120.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,29355,嘉兴四维智城信息科技有限公司
1791,1925,【衢州市】科研及技术服务门店位置数据,文本,位置地图 ,4096.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,20629,嘉兴四维智城信息科技有限公司
1792,1926,【丽水市】农林牧渔业位置数据,文本,位置地图 ,3072.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,20347,嘉兴四维智城信息科技有限公司
1793,1927,【湖州市】科研及技术服务门店位置数据,文本,位置地图 ,7168.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,24080,嘉兴四维智城信息科技有限公司
1794,1928,【宁波市】居民服务门店位置数据,文本,位置地图 ,1572864.0,xls,2017.01-2017.10,单个数据 ,1500.0,5.0分,26311,嘉兴四维智城信息科技有限公司
1795,1929,【杭州市】金融保险门店位置数据,文本,位置地图 ,654336.0,xls,2017.01-2017.10,单个数据 ,1800.0,5.0分,25185,嘉兴四维智城信息科技有限公司
1796,1930,【绍兴市】公共设施位置数据,文本,位置地图 ,286720.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,23069,嘉兴四维智城信息科技有限公司
1797,1931,全国东北菜餐馆位置数据,文本,位置地图 ,2411724.8,xlsx,2016.10-2017.10,单个数据 ,2638.0,5.0分,28351,北京大地图科技有限公司
1798,1932,【嘉兴市】住宿门店位置数据,文本,位置地图 ,437248.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,23498,嘉兴四维智城信息科技有限公司
1799,1933,【温州市】商业设施商务服务门店位置数据,文本,位置地图 ,228352.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,28246,嘉兴四维智城信息科技有限公司
1800,1934,【温州市】运动休闲门店位置数据,文本,位置地图 ,391168.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,22170,嘉兴四维智城信息科技有限公司
1801,1935,【舟山市】卫生社保门店位置数据,文本,位置地图 ,37888.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,24769,嘉兴四维智城信息科技有限公司
1802,1936,【杭州市】运动休闲门店位置数据,文本,位置地图 ,924672.0,xls,2017.01-2017.10,单个数据 ,1800.0,5.0分,29563,嘉兴四维智城信息科技有限公司
1803,1937,【衢州市】运动休闲门店位置数据,文本,位置地图 ,100352.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,21524,嘉兴四维智城信息科技有限公司
1804,1938,【丽水市】运动休闲门店位置数据,文本,位置地图 ,112640.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,24413,嘉兴四维智城信息科技有限公司
1805,1939,【宁波市】卫生社保门店位置数据,文本,位置地图 ,276480.0,xls,2017.01-2017.10,单个数据 ,2000.0,5.0分,22504,嘉兴四维智城信息科技有限公司
1806,1940,【台州市】农林牧渔业位置数据,文本,位置地图 ,5120.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,23618,嘉兴四维智城信息科技有限公司
1807,1941,【舟山市】科研及技术服务门店位置数据,文本,位置地图 ,4096.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,28392,嘉兴四维智城信息科技有限公司
1808,1942,【台州市】居民服务门店位置数据,文本,位置地图 ,733184.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,25435,嘉兴四维智城信息科技有限公司
1809,1943,【丽水市】金融保险门店位置数据,文本,位置地图 ,124928.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,27353,嘉兴四维智城信息科技有限公司
1810,1944,【衢州市】交通运输仓储位置数据,文本,位置地图 ,140288.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,24560,嘉兴四维智城信息科技有限公司
1811,1945,【衢州市】公司企业位置数据,文本,位置地图 ,395264.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,24575,嘉兴四维智城信息科技有限公司
1812,1946,【宁波市】商业设施商务服务门店位置数据,文本,位置地图 ,325632.0,xls,2017.01-2017.10,单个数据 ,1800.0,5.0分,20217,嘉兴四维智城信息科技有限公司
1813,1947,【绍兴市】商业设施商务服务门店位置数据,文本,位置地图 ,165888.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,27167,嘉兴四维智城信息科技有限公司
1814,1948,【衢州市】商业设施商务服务门店位置数据,文本,位置地图 ,74752.0,xls,2017.01-2017.10,单个数据 ,800.0,5.0分,20187,嘉兴四维智城信息科技有限公司
1815,1949,【衢州市】批发零售门店位置数据,文本,位置地图 ,945152.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,28334,嘉兴四维智城信息科技有限公司
1816,1950,【舟山市】农林牧渔业位置数据,文本,位置地图 ,1024.0,xls,2017.01-2017.10,单个数据 ,600.0,5.0分,26671,嘉兴四维智城信息科技有限公司
1817,1951,【金华市】农林牧渔业位置数据,文本,位置地图 ,28672.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,22911,嘉兴四维智城信息科技有限公司
1818,1952,【湖州市】居民服务门店位置数据,文本,位置地图 ,490496.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,29622,嘉兴四维智城信息科技有限公司
1819,1953,【金华市】居民服务门店位置数据,文本,位置地图 ,1258291.2,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,24642,嘉兴四维智城信息科技有限公司
1820,1954,【舟山市】交通运输仓储位置数据,文本,位置地图 ,53248.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,27209,嘉兴四维智城信息科技有限公司
1821,1955,【湖州市】金融保险门店位置数据,文本,位置地图 ,149504.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,20561,嘉兴四维智城信息科技有限公司
1822,1956,【台州市】交通运输仓储位置数据,文本,位置地图 ,355328.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,26511,嘉兴四维智城信息科技有限公司
1823,1957,【嘉兴市】交通运输仓储位置数据,文本,位置地图 ,634880.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,28412,嘉兴四维智城信息科技有限公司
1824,1958,【温州市】公共设施位置数据,文本,位置地图 ,602112.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,23770,嘉兴四维智城信息科技有限公司
1825,1959,【舟山市】商业设施商务服务门店位置数据,文本,位置地图 ,47104.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,27484,嘉兴四维智城信息科技有限公司
1826,1960,【台州市】卫生社保门店位置数据,文本,位置地图 ,196608.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,27789,嘉兴四维智城信息科技有限公司
1827,1961,【衢州市】卫生社保门店位置数据,文本,位置地图 ,89088.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,29001,嘉兴四维智城信息科技有限公司
1828,1962,【宁波市】农林牧渔业位置数据,文本,位置地图 ,7168.0,xls,2017.01-2017.10,单个数据 ,1600.0,5.0分,26423,嘉兴四维智城信息科技有限公司
1829,1963,【台州市】科研及技术服务门店位置数据,文本,位置地图 ,11264.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,28277,嘉兴四维智城信息科技有限公司
1830,1964,【衢州市】居民服务门店位置数据,文本,位置地图 ,307200.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,24382,嘉兴四维智城信息科技有限公司
1831,1965,【丽水市】居民服务门店位置数据,文本,位置地图 ,288768.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,21064,嘉兴四维智城信息科技有限公司
1832,1966,【嘉兴市】批发零售门店位置数据,文本,位置地图 ,3250585.6,xls,2017.01-2017.10,单个数据 ,1300.0,5.0分,28950,嘉兴四维智城信息科技有限公司
1833,1967,【绍兴市】科研及技术服务门店位置数据,文本,位置地图 ,12288.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,25305,嘉兴四维智城信息科技有限公司
1834,1968,【绍兴市】交通运输仓储位置数据,文本,位置地图 ,367616.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,22889,嘉兴四维智城信息科技有限公司
1835,1969,【丽水市】公共设施位置数据,文本,位置地图 ,233472.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,20980,嘉兴四维智城信息科技有限公司
1836,1970,【嘉兴市】公共设施位置数据,文本,位置地图 ,304128.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,21870,嘉兴四维智城信息科技有限公司
1837,1971,【湖州市】公共设施位置数据,文本,位置地图 ,217088.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,26989,嘉兴四维智城信息科技有限公司
1838,1972,金融类10轮对话语料_2500轮_第6批,文本,智能客服 ,302080.0,.xlsx,2018.05-2018.05,单个数据 ,5000.0,5.0分,22333,盐城大丰新锐数据服务有限公司
1839,1973,安徽省二手车企业数据8765条,文本,企业工商 企业图谱 ,1677721.6,.xlsx,2018.02-2018.02,单个数据 ,200.0,5.0分,21371,北京元距商贸有限公司
1840,1974,全国火车站点位置数据,文本,位置地图 ,472064.0,xlsx,2016.11-2017.11,单个数据 ,580.0,5.0分,23802,北京大地图科技有限公司
1841,1975,【宁波市】公共设施位置数据,文本,位置地图 ,518144.0,xls,2017.01-2017.10,单个数据 ,1500.0,5.0分,29699,嘉兴四维智城信息科技有限公司
1842,1976,【宁波市】住宿门店位置数据,文本,位置地图 ,740352.0,xls,2017.01-2017.10,单个数据 ,2600.0,5.0分,28279,嘉兴四维智城信息科技有限公司
1843,1977,【杭州市】住宿门店位置数据,文本,位置地图 ,1258291.2,xls,2017.01-2017.10,单个数据 ,2600.0,5.0分,28264,嘉兴四维智城信息科技有限公司
1844,1978,全国乡镇街道行政区划-河南省郑州市金水区,文本,位置地图 ,30720.0,shp,2016.01-2016.12,单个数据 ,1000.0,5.0分,24764,北京大地图科技有限公司
1845,1979,国内餐饮承包商名录,文本,企业工商 企业图谱 ,1153433.6,xlsx,2018.02-2018.02,单个数据 ,688.0,5.0分,30358,广州探迹科技有限公司
1846,1980,【舟山市】住宿门店位置数据,文本,位置地图 ,155648.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,25869,嘉兴四维智城信息科技有限公司
1847,1981,全国游戏厅位置数据,文本,位置地图 ,1363148.8,xlsx,2016.11-2017.11,单个数据 ,1503.0,5.0分,25818,北京大地图科技有限公司
1848,1982,全国大学院校资料,文本,app应用 ,6081740.8,"sql,jpg,png,jpeg等",2018.09-2018.09,单个数据 ,2000.0,5.0分,28200,四川涪擎大数据技术有限公司
1849,1983,全国汽车充电站位置数据,文本,位置地图 ,1048576.0,xlsx,2016.11-2017.11,单个数据 ,1275.0,5.0分,20219,北京大地图科技有限公司
1850,1984,商标数据库,文本,企业工商 知识产权 ,0.0,csv,2019.12-2019.12,单个数据 ,19999.0,5.0分,26241,广州小怪兽数据有限公司
1851,1985,【金华市】金融保险门店位置数据,文本,位置地图 ,348160.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,25673,嘉兴四维智城信息科技有限公司
1852,1986,蝴蝶结上衣商品图片,图片,智能识别 ,12268339.2,jpg,2017.12-2018.01,单个数据 ,150.0,5.0分,21045,盐城大丰新锐数据服务有限公司
1853,1987,广东省二手车企业数据16174条,文本,企业工商 企业图谱 ,2411724.8,.xlsx,2018.02-2018.02,单个数据 ,400.0,5.0分,25858,北京元距商贸有限公司
1854,1988,中袖上衣商品图片,图片,智能识别 ,12792627.2,jpg,2017.10-2017.12,单个数据 ,150.0,5.0分,20452,盐城大丰新锐数据服务有限公司
1855,1989,全国北京菜餐馆位置数据,文本,位置地图 ,1258291.2,xlsx,2016.10-2017.10,单个数据 ,1296.0,5.0分,20988,北京大地图科技有限公司
1856,1990,【湖州市】住宿门店位置数据,文本,位置地图 ,248832.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,20162,嘉兴四维智城信息科技有限公司
1857,1991,江苏省日本料理店位置信息数据,文本,,226304.0,xlsx,2016.10-2017.10,单个数据 ,232.0,5.0分,26138,北京大地图科技有限公司
1858,1992,全国农家乐位置数据,文本,位置地图 ,1048576.0,xlsx,2016.11-2017.11,单个数据 ,1206.0,5.0分,27445,北京大地图科技有限公司
1859,1993,全国经济型连锁酒店位置数据,文本,位置地图 ,2306867.2,xlsx,2016.11-2017.11,单个数据 ,2310.0,5.0分,26038,北京大地图科技有限公司
1860,1994,【丽水市】住宿门店位置数据,文本,位置地图 ,153600.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,26348,嘉兴四维智城信息科技有限公司
1861,1995,北京市在业幼儿园408条,文本,企业工商 企业图谱 ,75776.0,.xlsx,2018.02-2018.02,单个数据 ,20.0,5.0分,22500,北京元距商贸有限公司
1862,1996,全国港口码头位置数据,文本,位置地图 ,305152.0,xlsx,2016.11-2017.11,单个数据 ,361.0,5.0分,21972,北京大地图科技有限公司
1863,1997,【绍兴市】住宿门店位置数据,文本,位置地图 ,340992.0,xls,2017.01-2017.10,单个数据 ,1200.0,5.0分,26774,嘉兴四维智城信息科技有限公司
1864,1998,【金华市】住宿门店位置数据,文本,位置地图 ,472064.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,25044,嘉兴四维智城信息科技有限公司
1865,1999,【衢州市】住宿门店位置数据,文本,位置地图 ,153600.0,xls,2017.01-2017.10,单个数据 ,1000.0,5.0分,25088,嘉兴四维智城信息科技有限公司
1866,2000,全国律师事务所信息含港澳台数据,文本,,2306867.2,xls,-,单个数据 ,299.0,5.0分,27443,徐州尚成网络科技有限公司
1867,2001,广西省二手车企业数据6916条,文本,企业工商 企业图谱 ,1001472.0,.xlsx,2018.02-2018.02,单个数据 ,120.0,5.0分,29141,北京元距商贸有限公司
1868,2002,中文对印度尼西亚翻译平行语料10万条,文本,智能客服 ,7759462.4,.csv,2018.01-2018.01,单个数据 ,4000.0,5.0分,21671,北京米悦网络科技有限公司
1869,2003,黑龙江省手机卖场位置信息数据,文本,位置地图 ,695296.0,xlsx,2016.10-2017.10,单个数据 ,905.0,5.0分,26860,北京大地图科技有限公司
1870,2004,全国中国石化加油站位置数据,文本,位置地图 ,3145728.0,xlsx,2016.11-2017.11,单个数据 ,3558.0,5.0分,29578,北京大地图科技有限公司
1871,2005,中国国家5A级旅游景区分布图,图片,位置地图 ,7864320.0,jpg,2007.03-2017.12,单个数据 ,600.0,5.0分,30666,北京大地图科技有限公司
1872,2006,中国飞机场分布图,图片,位置地图 ,14680064.0,jpg,2017.10-2017.12,单个数据 ,600.0,5.0分,29045,北京大地图科技有限公司
1873,2007,中国电影院分布图,图片,位置地图 ,6396313.6,jpg,2017.10-2017.12,单个数据 ,600.0,5.0分,26273,北京大地图科技有限公司
1874,2008,广西壮族自治区中国电信营业厅位置信息数据,文本,位置地图 ,197632.0,xlsx,2016.10-2017.10,单个数据 ,221.0,5.0分,23028,北京大地图科技有限公司
1875,2009,福建省二手车交易市场位置信息数据,文本,位置地图 ,247808.0,xlsx,2016.11-2017.10,单个数据 ,267.0,5.0分,23137,北京大地图科技有限公司
1876,2010,指定客户定制专门服务02,文本,位置地图 ,368640.0,sql,2018.10-2018.10,单个数据 ,6500.0,5.0分,20591,北京黑格科技有限公司
1877,2011,贵州省二手车企业数据3910条,文本,企业工商 企业图谱 ,568320.0,.xlsx,2018.02-2018.02,单个数据 ,70.0,5.0分,24245,北京元距商贸有限公司
1878,2012,中文对德语翻译平行语料10万条,文本,智能客服 ,5662310.4,.txt,2018.01-2018.01,单个数据 ,4000.0,5.0分,30725,北京米悦网络科技有限公司
1879,2013,16批次车辆生产企业及新车产品准入数据,文本,商品信息 市场调研 ,34498150.4,xlsx,2015.11-2017.03,单个数据 ,200.0,5.0分,28206,北京哈睿数据有限公司
1880,2014,北京河北二手车企业数据3071条,文本,企业工商 企业图谱 ,471040.0,.xlsx,2018.02-2018.02,单个数据 ,75.0,5.0分,23069,北京元距商贸有限公司
1881,2015,全国4A级旅游景区位置数据,文本,位置地图 ,232448.0,xlsx,2017.11-2017.11,单个数据 ,229.0,5.0分,23220,北京大地图科技有限公司
1882,2016,全国乡镇街道行政区划-河南省中牟县,文本,位置地图 ,266240.0,shp,2016.01-2016.12,单个数据 ,950.0,5.0分,25973,北京大地图科技有限公司
1883,2017,中国五星级酒店分布图,图片,位置地图 ,9751756.8,jpg,2017.10-2017.12,单个数据 ,600.0,5.0分,29567,北京大地图科技有限公司
1884,2018,全国乡镇街道行政区划-河南省三门峡市,文本,位置地图 ,2411724.8,shp,2016.01-2016.12,单个数据 ,3950.0,5.0分,26336,北京大地图科技有限公司
1885,2019,河南省旅游景点位置信息数据,文本,位置地图 ,692224.0,xlsx,2016.11-2017.10,单个数据 ,890.0,5.0分,23541,北京大地图科技有限公司
1886,2020,全国拍卖行位置数据,文本,位置地图 ,236544.0,xlsx,2016.10-2017.10,单个数据 ,238.0,5.0分,28434,北京大地图科技有限公司
1887,2021,全国乡镇街道行政区划-河南省漯河市,文本,位置地图 ,297984.0,shp,2016.01-2016.12,单个数据 ,2600.0,5.0分,24703,北京大地图科技有限公司
1888,2022,中国健身中心分布图,图片,位置地图 ,7759462.4,jpg,2017.10-2017.12,单个数据 ,600.0,5.0分,24055,北京大地图科技有限公司
1889,2023,中文对西拔牙翻译平行语料10万条,文本,智能客服 ,12268339.2,.txt,2018.01-2018.01,单个数据 ,4000.0,5.0分,24580,北京米悦网络科技有限公司
1890,2024,中文对法语翻译平行语料10万条,文本,智能客服 ,13736345.6,.txt,2018.01-2018.01,单个数据 ,4000.0,5.0分,26540,北京米悦网络科技有限公司
1891,2025,全国骨科医院位置信息数据,文本,位置地图 ,391168.0,xlsx,2016.10-2017.10,单个数据 ,469.0,5.0分,25753,北京大地图科技有限公司
1892,2026,全国品牌箱包店位置数据,文本,位置地图 ,267264.0,xlsx,2016.10-2017.10,单个数据 ,324.0,5.0分,27748,北京大地图科技有限公司
1893,2027,全国中国石油加油站位置数据,文本,位置地图 ,2202009.6,xlsx,2016.11-2017.11,单个数据 ,2479.0,5.0分,28521,北京大地图科技有限公司
1894,2028,全国乡镇街道行政区划-河南省兰考县,文本,位置地图 ,212992.0,shp,2016.01-2016.12,单个数据 ,1000.0,5.0分,29016,北京大地图科技有限公司
1895,2029,全国篮球场馆位置数据,文本,位置地图 ,326656.0,xlsx,2016.11-2017.11,单个数据 ,348.0,5.0分,29968,北京大地图科技有限公司
1896,2030,国内县以上行政区划代码（2017年）,文本,,69632.0,xlsx,2018.02-2018.02,单个数据 ,1.99,5.0分,23686,广州探迹科技有限公司
1897,2031,陕西省手机卖场位置信息数据,文本,位置地图 ,759808.0,xlsx,2016.10-2017.10,单个数据 ,976.0,5.0分,26617,北京大地图科技有限公司
1898,2032,全国汽车救援点位置数据,文本,位置地图 ,102400.0,xlsx,2016.11-2017.11,单个数据 ,92.0,5.0分,28721,北京大地图科技有限公司
1899,2033,全国汽车站位置数据,文本,位置地图 ,1363148.8,xlsx,2016.11-2017.11,单个数据 ,1616.0,5.0分,21901,北京大地图科技有限公司
1900,2034,四川和重庆二手车企业数据5475条,文本,企业工商 企业图谱 ,826368.0,.xlsx,2018.02-2018.02,单个数据 ,140.0,5.0分,28656,北京元距商贸有限公司
1901,2035,贵州省停车场位置信息数据,文本,位置地图 ,814080.0,xlsx,2016.11-2017.10,单个数据 ,848.0,5.0分,20484,北京大地图科技有限公司
1902,2036,四川省中国移动营业厅位置信息数据,文本,位置地图 ,445440.0,xlsx,2016.10-2017.10,单个数据 ,545.0,5.0分,27072,北京大地图科技有限公司
1903,2037,全国奥迪汽车特约维修点位置数据,文本,位置地图 ,164864.0,xlsx,2016.11-2017.11,单个数据 ,153.0,5.0分,23763,北京大地图科技有限公司
1904,2038,全国日产汽车特约销售点位置数据,文本,位置地图 ,208896.0,xlsx,2016.10-2017.11,单个数据 ,196.0,5.0分,28520,北京大地图科技有限公司
1905,2039,全国音乐厅位置数据,文本,位置地图 ,79872.0,xlsx,2016.11-2017.11,单个数据 ,70.0,5.0分,29390,北京大地图科技有限公司
1906,2040,全国电影院位置数据,文本,位置地图 ,1153433.6,xlsx,2016.11-2017.11,单个数据 ,1094.0,5.0分,29141,北京大地图科技有限公司
1907,2041,金融对话语料10轮_2500轮,文本,智能客服 ,231424.0,.xlsx,2019.01-2019.01,单个数据 ,5000.0,5.0分,25897,北京云腾智达信息技术有限公司
1908,2042,海南省地市级行政区划界线,文本,位置地图 ,114688.0,shape,2017.12-2017.12,单个数据 ,180.0,5.0分,27350,北京大地图科技有限公司
1909,2043,山东省二手车企业数据15805条,文本,企业工商 企业图谱 ,2306867.2,.xlsx,2018.02-2018.02,单个数据 ,380.0,5.0分,29624,北京元距商贸有限公司
1910,2044,山东省中国电信营业厅位置信息数据,文本,位置地图 ,309248.0,xlsx,2016.10-2017.10,单个数据 ,348.0,5.0分,27659,北京大地图科技有限公司
1911,2045,云南省旅游景点位置信息数据,文本,位置地图 ,552960.0,xlsx,2016.11-2017.10,单个数据 ,665.0,5.0分,22817,北京大地图科技有限公司
1912,2046,全国安徽（徽菜）餐馆位置数据,文本,位置地图 ,1258291.2,xlsx,2016.10-2017.11,单个数据 ,1475.0,5.0分,21472,北京大地图科技有限公司
1913,2047,全国紧急避难所位置数据,文本,位置地图 ,963584.0,xlsx,2016.11-2017.10,单个数据 ,1249.0,5.0分,27439,北京大地图科技有限公司
1914,2048,全国渔场企业基地位置数据,文本,位置地图 ,134144.0,xlsx,2016.10-2017.10,单个数据 ,129.0,5.0分,23888,北京大地图科技有限公司
1915,2049,全国通用汽车特约维修点位置数据,文本,位置地图 ,171008.0,xlsx,2016.11-2017.10,单个数据 ,146.0,5.0分,24514,北京大地图科技有限公司
1916,2050,全国专利事务所位置数据,文本,位置地图 ,180224.0,xlsx,2016.11-2017.11,单个数据 ,172.0,5.0分,23921,北京大地图科技有限公司
1917,2051,全国三星级酒店位置数据,文本,位置地图 ,1677721.6,xlsx,2016.11-2017.11,单个数据 ,1613.0,5.0分,25322,北京大地图科技有限公司
1918,2052,全国足球场馆位置数据,文本,位置地图 ,283648.0,xlsx,2016.11-2017.11,单个数据 ,287.0,5.0分,23429,北京大地图科技有限公司
1919,2053,全国游泳馆位置数据,文本,位置地图 ,1048576.0,xlsx,2016.11-2017.11,单个数据 ,1079.0,5.0分,27877,北京大地图科技有限公司
1920,2054,全国疗养院位置数据,文本,位置地图 ,2306867.2,xlsx,2016.11-2017.11,单个数据 ,2698.0,5.0分,21014,北京大地图科技有限公司
1921,2055,金融对话语料10轮-2500轮,文本,智能客服 ,303104.0,xlsx,2019.12-2019.12,单个数据 ,5000.0,5.0分,24193,北京云腾智达信息技术有限公司
1922,2056,金融聊天语料10轮-1360轮,文本,智能客服 ,188416.0,xlsx,2019.12-2019.12,单个数据 ,2720.0,5.0分,21540,北京云腾智达信息技术有限公司
1923,2057,2015年全国耕地灌溉面积及施肥量分布图,文本,位置地图 产业经济 ,7025459.2,JPG,2016.11-2017.11,单个数据 ,200.0,5.0分,27636,北京大地图科技有限公司
1924,2058,甘肃省二手车企业数据4825条,文本,企业工商 企业图谱 ,696320.0,.xlsx,2018.02-2018.02,单个数据 ,90.0,5.0分,25806,北京元距商贸有限公司
1925,2059,海南省住宅小区位置信息数据,文本,位置地图 ,360448.0,xlsx,2016.10-2017.10,单个数据 ,475.0,5.0分,23637,北京大地图科技有限公司
